# peacockdb cost-model calibration record. One row per timed region — per
# (node, output partition), not per node: the partitioned branches time each partition
# separately, and a hash repartition bills its shared concat+scatter prologue to p0.
# The partition is not a column: a node's regions are written consecutively, p0 first.
# A benchmark executes its plan several times and writes EVERY measured execution, in
#   the order they ran; the .benchmark.txt beside it reports one chosen run instead. So
#   the same (query, label, node_seq) recurs, and a repeat of the root's node_seq is
#   where one execution's rows end. Spread across those repeats is data, not noise.
# ONE FILE IS ONE RUN. The `# run:` lines below hold what is constant across it, and
#   each of them changes what the microseconds MEAN — so appending a run that disagrees
#   with them is refused rather than merged.
# source = which engine produced the row. peacockdb pays a host prologue that bare cuDF
#   has no analogue for; that difference is what const_peacock is fitted to, so rows
#   from the two sources are not interchangeable.
# node_type = the plan node's name. Its cost CATEGORY is deliberately not a column: it
#   is a lookup in cost_model.conf, which changes on its own, and a column would freeze
#   the taxonomy as it stood when the rows were written. The writer still refuses to
#   emit a node type the taxonomy does not bin.
# peacock_host_us = host time before the region's first device touch.
# cudf_host_us = host time from that touch to the end of the region. Under
#   timing_mode=sync it CONTAINS the device execution and device_us is 0; under events
#   it does not. Not launch cost in either mode — cuDF and rmm synchronize internally.
# device_us = between the region's CUDA events. events mode only.
# wall_us = peacock_host_us + cudf_host_us, the host side of the region.
# cuda_bytes = the bytes this region's category is charged for; the regressor. Equal to
#   out_bytes on the peacockdb source, the mapped call's bytes on the bare-cuDF one.
# in_rows/in_bytes = summed over ALL children, unlike the .cpu.txt golden, which
#   renders the first child's.
# hbm_bytes is NOT here: it comes from Nsight and joins on (query, node_seq).
# run: timing_mode=events
# run: build_profile=benchmarks opt-level=3
# run: allocator=rmm-pool initial=118.3GiB max=132.2GiB of 139.2GiB free on a discrete device
source	dataset	sf	query	label	node_seq	node_type	in_rows	in_bytes	out_rows	out_bytes	cuda_bytes	peacock_host_us	cudf_host_us	device_us	wall_us
peacockdb	tpch	40	q9	full_table-tp1-full	18	GpuProjectExec	13057981	949968120	13057981	949968120	949968120	0	134	676	134
peacockdb	tpch	40	q9	full_table-tp1-full	17	GpuCoalesceBatchesExec	13057981	949968120	13057981	949968120	949968120	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	16	GpuHashJoinExec	73057981	1737200044	13057981	949968120	949968120	0	21109	20352	21109
peacockdb	tpch	40	q9	full_table-tp1-full	1	GpuScanExec	0	0	60000000	735000000	735000000	1	92028	92026	92029
peacockdb	tpch	40	q9	full_table-tp1-full	15	GpuProjectExec	13057981	1002200044	13057981	1002200044	1002200044	0	134	707	134
peacockdb	tpch	40	q9	full_table-tp1-full	14	GpuCoalesceBatchesExec	13057981	1002200044	13057981	1002200044	1002200044	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	13	GpuHashJoinExec	45057981	2039832292	13057981	1002200044	1002200044	1	22046	21689	22047
peacockdb	tpch	40	q9	full_table-tp1-full	2	GpuScanExec	0	0	32000000	1036000000	1036000000	2	82642	82640	82644
peacockdb	tpch	40	q9	full_table-tp1-full	12	GpuProjectExec	13057981	1003832292	13057981	1003832292	1003832292	0	152	728	152
peacockdb	tpch	40	q9	full_table-tp1-full	11	GpuCoalesceBatchesExec	13057981	1003832292	13057981	1003832292	1003832292	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	10	GpuHashJoinExec	13457981	954868120	13057981	1003832292	1003832292	0	5675	5722	5675
peacockdb	tpch	40	q9	full_table-tp1-full	3	GpuScanExec	0	0	400000	4900000	4900000	2	32186	32184	32188
peacockdb	tpch	40	q9	full_table-tp1-full	9	GpuCoalesceBatchesExec	13057981	949968120	13057981	949968120	949968120	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	8	GpuHashJoinExec	240447693	17464431752	13057981	949968120	949968120	2	42209	43359	42211
peacockdb	tpch	40	q9	full_table-tp1-full	6	GpuCoalesceBatchesExec	435403	3537650	435403	3537650	3537650	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	5	GpuFilterExec	8000000	359987376	435403	3537650	3537650	1	2726	2724	2727
peacockdb	tpch	40	q9	full_table-tp1-full	4	GpuScanExec	0	0	8000000	359987376	359987376	2	111027	111024	111029
peacockdb	tpch	40	q9	full_table-tp1-full	7	GpuScanExec	0	0	240012290	17460894102	17460894102	2	440377	440377	440379
peacockdb	tpch	40	q9	full_table-tp1-full	24	GpuSortExec	175	5509	175	5509	5509	1	651	650	652
peacockdb	tpch	40	q9	full_table-tp1-full	23	GpuProjectExec	175	5509	175	5509	5509	0	85	83	85
peacockdb	tpch	40	q9	full_table-tp1-full	22	GpuAggregateExec	13057981	410650036	175	5509	5509	4	20599	20597	20603
peacockdb	tpch	40	q9	full_table-tp1-full	21	GpuProjectExec	13057981	1042329868	13057981	410650036	410650036	0	2111	2109	2111
peacockdb	tpch	40	q9	full_table-tp1-full	20	GpuCoalesceBatchesExec	13057981	1042329868	13057981	1042329868	1042329868	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	19	GpuHashJoinExec	13058006	949968509	13057981	1042329868	1042329868	1	8022	6784	8023
peacockdb	tpch	40	q9	full_table-tp1-full	0	GpuScanExec	0	0	25	389	389	2	1302	1295	1304
peacockdb	tpch	40	q9	full_table-tp1-full	18	GpuProjectExec	13057981	949968120	13057981	949968120	949968120	0	137	679	137
peacockdb	tpch	40	q9	full_table-tp1-full	17	GpuCoalesceBatchesExec	13057981	949968120	13057981	949968120	949968120	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	16	GpuHashJoinExec	73057981	1737200044	13057981	949968120	949968120	0	21097	20366	21097
peacockdb	tpch	40	q9	full_table-tp1-full	1	GpuScanExec	0	0	60000000	735000000	735000000	1	91416	91414	91417
peacockdb	tpch	40	q9	full_table-tp1-full	15	GpuProjectExec	13057981	1002200044	13057981	1002200044	1002200044	0	137	706	137
peacockdb	tpch	40	q9	full_table-tp1-full	14	GpuCoalesceBatchesExec	13057981	1002200044	13057981	1002200044	1002200044	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	13	GpuHashJoinExec	45057981	2039832292	13057981	1002200044	1002200044	1	22122	21712	22123
peacockdb	tpch	40	q9	full_table-tp1-full	2	GpuScanExec	0	0	32000000	1036000000	1036000000	2	82516	82514	82518
peacockdb	tpch	40	q9	full_table-tp1-full	12	GpuProjectExec	13057981	1003832292	13057981	1003832292	1003832292	0	146	729	146
peacockdb	tpch	40	q9	full_table-tp1-full	11	GpuCoalesceBatchesExec	13057981	1003832292	13057981	1003832292	1003832292	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	10	GpuHashJoinExec	13457981	954868120	13057981	1003832292	1003832292	0	5594	5697	5594
peacockdb	tpch	40	q9	full_table-tp1-full	3	GpuScanExec	0	0	400000	4900000	4900000	2	32096	32093	32098
peacockdb	tpch	40	q9	full_table-tp1-full	9	GpuCoalesceBatchesExec	13057981	949968120	13057981	949968120	949968120	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	8	GpuHashJoinExec	240447693	17464431752	13057981	949968120	949968120	2	42189	43318	42191
peacockdb	tpch	40	q9	full_table-tp1-full	6	GpuCoalesceBatchesExec	435403	3537650	435403	3537650	3537650	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	5	GpuFilterExec	8000000	359987376	435403	3537650	3537650	1	2724	2722	2725
peacockdb	tpch	40	q9	full_table-tp1-full	4	GpuScanExec	0	0	8000000	359987376	359987376	2	110585	110582	110587
peacockdb	tpch	40	q9	full_table-tp1-full	7	GpuScanExec	0	0	240012290	17460894102	17460894102	3	438236	438235	438239
peacockdb	tpch	40	q9	full_table-tp1-full	24	GpuSortExec	175	5509	175	5509	5509	1	660	659	661
peacockdb	tpch	40	q9	full_table-tp1-full	23	GpuProjectExec	175	5509	175	5509	5509	0	84	83	84
peacockdb	tpch	40	q9	full_table-tp1-full	22	GpuAggregateExec	13057981	410650036	175	5509	5509	2	20521	20520	20523
peacockdb	tpch	40	q9	full_table-tp1-full	21	GpuProjectExec	13057981	1042329868	13057981	410650036	410650036	0	2085	2083	2085
peacockdb	tpch	40	q9	full_table-tp1-full	20	GpuCoalesceBatchesExec	13057981	1042329868	13057981	1042329868	1042329868	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	19	GpuHashJoinExec	13058006	949968509	13057981	1042329868	1042329868	1	8033	6772	8034
peacockdb	tpch	40	q9	full_table-tp1-full	0	GpuScanExec	0	0	25	389	389	2	1275	1269	1277
peacockdb	tpch	40	q9	full_table-tp1-full	18	GpuProjectExec	13057981	949968120	13057981	949968120	949968120	0	130	679	130
peacockdb	tpch	40	q9	full_table-tp1-full	17	GpuCoalesceBatchesExec	13057981	949968120	13057981	949968120	949968120	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	16	GpuHashJoinExec	73057981	1737200044	13057981	949968120	949968120	0	21058	20348	21058
peacockdb	tpch	40	q9	full_table-tp1-full	1	GpuScanExec	0	0	60000000	735000000	735000000	1	91773	91770	91774
peacockdb	tpch	40	q9	full_table-tp1-full	15	GpuProjectExec	13057981	1002200044	13057981	1002200044	1002200044	0	143	707	143
peacockdb	tpch	40	q9	full_table-tp1-full	14	GpuCoalesceBatchesExec	13057981	1002200044	13057981	1002200044	1002200044	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	13	GpuHashJoinExec	45057981	2039832292	13057981	1002200044	1002200044	1	22099	21679	22100
peacockdb	tpch	40	q9	full_table-tp1-full	2	GpuScanExec	0	0	32000000	1036000000	1036000000	10	82240	82238	82250
peacockdb	tpch	40	q9	full_table-tp1-full	12	GpuProjectExec	13057981	1003832292	13057981	1003832292	1003832292	0	146	729	146
peacockdb	tpch	40	q9	full_table-tp1-full	11	GpuCoalesceBatchesExec	13057981	1003832292	13057981	1003832292	1003832292	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	10	GpuHashJoinExec	13457981	954868120	13057981	1003832292	1003832292	0	5624	5696	5624
peacockdb	tpch	40	q9	full_table-tp1-full	3	GpuScanExec	0	0	400000	4900000	4900000	2	32037	32034	32039
peacockdb	tpch	40	q9	full_table-tp1-full	9	GpuCoalesceBatchesExec	13057981	949968120	13057981	949968120	949968120	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	8	GpuHashJoinExec	240447693	17464431752	13057981	949968120	949968120	2	42174	43315	42176
peacockdb	tpch	40	q9	full_table-tp1-full	6	GpuCoalesceBatchesExec	435403	3537650	435403	3537650	3537650	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	5	GpuFilterExec	8000000	359987376	435403	3537650	3537650	1	2728	2726	2729
peacockdb	tpch	40	q9	full_table-tp1-full	4	GpuScanExec	0	0	8000000	359987376	359987376	2	110410	110407	110412
peacockdb	tpch	40	q9	full_table-tp1-full	7	GpuScanExec	0	0	240012290	17460894102	17460894102	3	457009	457009	457012
peacockdb	tpch	40	q9	full_table-tp1-full	24	GpuSortExec	175	5509	175	5509	5509	1	664	663	665
peacockdb	tpch	40	q9	full_table-tp1-full	23	GpuProjectExec	175	5509	175	5509	5509	0	87	86	87
peacockdb	tpch	40	q9	full_table-tp1-full	22	GpuAggregateExec	13057981	410650036	175	5509	5509	2	20567	20566	20569
peacockdb	tpch	40	q9	full_table-tp1-full	21	GpuProjectExec	13057981	1042329868	13057981	410650036	410650036	0	2086	2085	2086
peacockdb	tpch	40	q9	full_table-tp1-full	20	GpuCoalesceBatchesExec	13057981	1042329868	13057981	1042329868	1042329868	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	19	GpuHashJoinExec	13058006	949968509	13057981	1042329868	1042329868	1	8000	6765	8001
peacockdb	tpch	40	q9	full_table-tp1-full	0	GpuScanExec	0	0	25	389	389	2	1255	1248	1257
peacockdb	tpch	40	q9	full_table-tp1-full	18	GpuProjectExec	13057981	949968120	13057981	949968120	949968120	0	133	678	133
peacockdb	tpch	40	q9	full_table-tp1-full	17	GpuCoalesceBatchesExec	13057981	949968120	13057981	949968120	949968120	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	16	GpuHashJoinExec	73057981	1737200044	13057981	949968120	949968120	0	21113	20347	21113
peacockdb	tpch	40	q9	full_table-tp1-full	1	GpuScanExec	0	0	60000000	735000000	735000000	1	91646	91644	91647
peacockdb	tpch	40	q9	full_table-tp1-full	15	GpuProjectExec	13057981	1002200044	13057981	1002200044	1002200044	0	121	707	121
peacockdb	tpch	40	q9	full_table-tp1-full	14	GpuCoalesceBatchesExec	13057981	1002200044	13057981	1002200044	1002200044	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	13	GpuHashJoinExec	45057981	2039832292	13057981	1002200044	1002200044	0	22065	21708	22065
peacockdb	tpch	40	q9	full_table-tp1-full	2	GpuScanExec	0	0	32000000	1036000000	1036000000	2	82045	82043	82047
peacockdb	tpch	40	q9	full_table-tp1-full	12	GpuProjectExec	13057981	1003832292	13057981	1003832292	1003832292	0	145	729	145
peacockdb	tpch	40	q9	full_table-tp1-full	11	GpuCoalesceBatchesExec	13057981	1003832292	13057981	1003832292	1003832292	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	10	GpuHashJoinExec	13457981	954868120	13057981	1003832292	1003832292	0	5652	5709	5652
peacockdb	tpch	40	q9	full_table-tp1-full	3	GpuScanExec	0	0	400000	4900000	4900000	1	32098	32097	32099
peacockdb	tpch	40	q9	full_table-tp1-full	9	GpuCoalesceBatchesExec	13057981	949968120	13057981	949968120	949968120	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	8	GpuHashJoinExec	240447693	17464431752	13057981	949968120	949968120	2	42162	43312	42164
peacockdb	tpch	40	q9	full_table-tp1-full	6	GpuCoalesceBatchesExec	435403	3537650	435403	3537650	3537650	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	5	GpuFilterExec	8000000	359987376	435403	3537650	3537650	1	2742	2740	2743
peacockdb	tpch	40	q9	full_table-tp1-full	4	GpuScanExec	0	0	8000000	359987376	359987376	2	110683	110680	110685
peacockdb	tpch	40	q9	full_table-tp1-full	7	GpuScanExec	0	0	240012290	17460894102	17460894102	2	457619	457619	457621
peacockdb	tpch	40	q9	full_table-tp1-full	24	GpuSortExec	175	5509	175	5509	5509	1	652	650	653
peacockdb	tpch	40	q9	full_table-tp1-full	23	GpuProjectExec	175	5509	175	5509	5509	0	91	90	91
peacockdb	tpch	40	q9	full_table-tp1-full	22	GpuAggregateExec	13057981	410650036	175	5509	5509	2	20573	20571	20575
peacockdb	tpch	40	q9	full_table-tp1-full	21	GpuProjectExec	13057981	1042329868	13057981	410650036	410650036	0	2100	2099	2100
peacockdb	tpch	40	q9	full_table-tp1-full	20	GpuCoalesceBatchesExec	13057981	1042329868	13057981	1042329868	1042329868	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	19	GpuHashJoinExec	13058006	949968509	13057981	1042329868	1042329868	1	8030	6758	8031
peacockdb	tpch	40	q9	full_table-tp1-full	0	GpuScanExec	0	0	25	389	389	2	1267	1261	1269
peacockdb	tpch	40	q9	full_table-tp1-full	18	GpuProjectExec	13057981	949968120	13057981	949968120	949968120	0	122	679	122
peacockdb	tpch	40	q9	full_table-tp1-full	17	GpuCoalesceBatchesExec	13057981	949968120	13057981	949968120	949968120	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	16	GpuHashJoinExec	73057981	1737200044	13057981	949968120	949968120	0	21047	20342	21047
peacockdb	tpch	40	q9	full_table-tp1-full	1	GpuScanExec	0	0	60000000	735000000	735000000	2	90928	90925	90930
peacockdb	tpch	40	q9	full_table-tp1-full	15	GpuProjectExec	13057981	1002200044	13057981	1002200044	1002200044	0	137	708	137
peacockdb	tpch	40	q9	full_table-tp1-full	14	GpuCoalesceBatchesExec	13057981	1002200044	13057981	1002200044	1002200044	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	13	GpuHashJoinExec	45057981	2039832292	13057981	1002200044	1002200044	1	22057	21691	22058
peacockdb	tpch	40	q9	full_table-tp1-full	2	GpuScanExec	0	0	32000000	1036000000	1036000000	2	82920	82919	82922
peacockdb	tpch	40	q9	full_table-tp1-full	12	GpuProjectExec	13057981	1003832292	13057981	1003832292	1003832292	0	162	730	162
peacockdb	tpch	40	q9	full_table-tp1-full	11	GpuCoalesceBatchesExec	13057981	1003832292	13057981	1003832292	1003832292	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	10	GpuHashJoinExec	13457981	954868120	13057981	1003832292	1003832292	0	5651	5689	5651
peacockdb	tpch	40	q9	full_table-tp1-full	3	GpuScanExec	0	0	400000	4900000	4900000	2	32138	32135	32140
peacockdb	tpch	40	q9	full_table-tp1-full	9	GpuCoalesceBatchesExec	13057981	949968120	13057981	949968120	949968120	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	8	GpuHashJoinExec	240447693	17464431752	13057981	949968120	949968120	1	42168	43310	42169
peacockdb	tpch	40	q9	full_table-tp1-full	6	GpuCoalesceBatchesExec	435403	3537650	435403	3537650	3537650	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	5	GpuFilterExec	8000000	359987376	435403	3537650	3537650	1	2722	2720	2723
peacockdb	tpch	40	q9	full_table-tp1-full	4	GpuScanExec	0	0	8000000	359987376	359987376	3	110989	110987	110992
peacockdb	tpch	40	q9	full_table-tp1-full	7	GpuScanExec	0	0	240012290	17460894102	17460894102	3	451721	451721	451724
peacockdb	tpch	40	q9	full_table-tp1-full	24	GpuSortExec	175	5509	175	5509	5509	1	653	652	654
peacockdb	tpch	40	q9	full_table-tp1-full	23	GpuProjectExec	175	5509	175	5509	5509	0	87	86	87
peacockdb	tpch	40	q9	full_table-tp1-full	22	GpuAggregateExec	13057981	410650036	175	5509	5509	2	20633	20632	20635
peacockdb	tpch	40	q9	full_table-tp1-full	21	GpuProjectExec	13057981	1042329868	13057981	410650036	410650036	0	2107	2105	2107
peacockdb	tpch	40	q9	full_table-tp1-full	20	GpuCoalesceBatchesExec	13057981	1042329868	13057981	1042329868	1042329868	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	19	GpuHashJoinExec	13058006	949968509	13057981	1042329868	1042329868	1	8066	6789	8067
peacockdb	tpch	40	q9	full_table-tp1-full	0	GpuScanExec	0	0	25	389	389	2	1214	1208	1216
peacockdb	tpch	40	q9	full_table-tp1-full	18	GpuProjectExec	13057981	949968120	13057981	949968120	949968120	0	126	679	126
peacockdb	tpch	40	q9	full_table-tp1-full	17	GpuCoalesceBatchesExec	13057981	949968120	13057981	949968120	949968120	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	16	GpuHashJoinExec	73057981	1737200044	13057981	949968120	949968120	0	21125	20382	21125
peacockdb	tpch	40	q9	full_table-tp1-full	1	GpuScanExec	0	0	60000000	735000000	735000000	1	91412	91410	91413
peacockdb	tpch	40	q9	full_table-tp1-full	15	GpuProjectExec	13057981	1002200044	13057981	1002200044	1002200044	0	117	708	117
peacockdb	tpch	40	q9	full_table-tp1-full	14	GpuCoalesceBatchesExec	13057981	1002200044	13057981	1002200044	1002200044	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	13	GpuHashJoinExec	45057981	2039832292	13057981	1002200044	1002200044	1	22079	21710	22080
peacockdb	tpch	40	q9	full_table-tp1-full	2	GpuScanExec	0	0	32000000	1036000000	1036000000	2	82447	82445	82449
peacockdb	tpch	40	q9	full_table-tp1-full	12	GpuProjectExec	13057981	1003832292	13057981	1003832292	1003832292	0	154	730	154
peacockdb	tpch	40	q9	full_table-tp1-full	11	GpuCoalesceBatchesExec	13057981	1003832292	13057981	1003832292	1003832292	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	10	GpuHashJoinExec	13457981	954868120	13057981	1003832292	1003832292	0	5650	5709	5650
peacockdb	tpch	40	q9	full_table-tp1-full	3	GpuScanExec	0	0	400000	4900000	4900000	1	32124	32122	32125
peacockdb	tpch	40	q9	full_table-tp1-full	9	GpuCoalesceBatchesExec	13057981	949968120	13057981	949968120	949968120	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	8	GpuHashJoinExec	240447693	17464431752	13057981	949968120	949968120	1	42194	43332	42195
peacockdb	tpch	40	q9	full_table-tp1-full	6	GpuCoalesceBatchesExec	435403	3537650	435403	3537650	3537650	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	5	GpuFilterExec	8000000	359987376	435403	3537650	3537650	1	2710	2709	2711
peacockdb	tpch	40	q9	full_table-tp1-full	4	GpuScanExec	0	0	8000000	359987376	359987376	1	110711	110709	110712
peacockdb	tpch	40	q9	full_table-tp1-full	7	GpuScanExec	0	0	240012290	17460894102	17460894102	2	436124	436124	436126
peacockdb	tpch	40	q9	full_table-tp1-full	24	GpuSortExec	175	5509	175	5509	5509	1	656	655	657
peacockdb	tpch	40	q9	full_table-tp1-full	23	GpuProjectExec	175	5509	175	5509	5509	0	94	93	94
peacockdb	tpch	40	q9	full_table-tp1-full	22	GpuAggregateExec	13057981	410650036	175	5509	5509	2	20561	20559	20563
peacockdb	tpch	40	q9	full_table-tp1-full	21	GpuProjectExec	13057981	1042329868	13057981	410650036	410650036	0	2090	2088	2090
peacockdb	tpch	40	q9	full_table-tp1-full	20	GpuCoalesceBatchesExec	13057981	1042329868	13057981	1042329868	1042329868	0	0	0	0
peacockdb	tpch	40	q9	full_table-tp1-full	19	GpuHashJoinExec	13058006	949968509	13057981	1042329868	1042329868	1	8002	6770	8003
peacockdb	tpch	40	q9	full_table-tp1-full	0	GpuScanExec	0	0	25	389	389	2	1281	1275	1283
